2026-03-02 15:50:49,351 | INFO | app.main | Database initialized
2026-03-02 16:55:48,134 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-02 16:55:48,135 | INFO | apscheduler.scheduler | Scheduler started
2026-03-02 16:55:48,135 | INFO | app.main | Scheduler started
2026-03-02 16:55:50,650 | INFO | app.main | Scheduler stopped
2026-03-02 16:55:50,650 | INFO | app.main | Application shutdown
2026-03-02 16:55:50,650 | INFO | apscheduler.scheduler | Scheduler has been shut down
2026-03-02 16:57:32,504 | INFO | app.main | Database initialized
2026-03-02 16:57:32,611 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-02 16:57:32,611 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-02 16:57:32,613 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-02 16:57:32,613 | INFO | apscheduler.scheduler | Scheduler started
2026-03-02 16:57:32,614 | INFO | app.main | Scheduler started
2026-03-02 16:57:35,018 | INFO | app.main | Scheduler stopped
2026-03-02 16:57:35,019 | INFO | app.main | Application shutdown
2026-03-02 16:57:35,019 | INFO | apscheduler.scheduler | Scheduler has been shut down
2026-03-02 16:57:59,762 | INFO | app.main | Database initialized
2026-03-02 16:58:00,007 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-02 16:58:00,008 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-02 16:58:00,013 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-02 16:58:00,014 | INFO | apscheduler.scheduler | Scheduler started
2026-03-02 16:58:00,015 | INFO | app.main | Scheduler started
2026-03-02 17:16:11,145 | INFO | app.main | Scheduler stopped
2026-03-02 17:16:11,148 | INFO | app.main | Application shutdown
2026-03-02 17:16:11,154 | INFO | apscheduler.scheduler | Scheduler has been shut down
2026-03-02 17:16:15,205 | INFO | app.main | Database initialized
2026-03-02 17:16:15,306 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-02 17:16:15,306 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-02 17:16:15,309 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-02 17:16:15,309 | INFO | apscheduler.scheduler | Scheduler started
2026-03-02 17:16:15,311 | INFO | app.main | Scheduler started
2026-03-02 17:30:14,189 | INFO | app.main | Scheduler stopped
2026-03-02 17:30:14,197 | INFO | app.main | Application shutdown
2026-03-02 17:30:14,206 | INFO | apscheduler.scheduler | Scheduler has been shut down
2026-03-02 17:30:18,805 | INFO | app.main | Database initialized
2026-03-02 17:30:18,967 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-02 17:30:18,967 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-02 17:30:18,974 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-02 17:30:18,974 | INFO | apscheduler.scheduler | Scheduler started
2026-03-02 17:30:18,974 | INFO | app.main | Scheduler started
2026-03-02 17:31:16,811 | INFO | app.main | Scheduler stopped
2026-03-02 17:31:16,812 | INFO | app.main | Application shutdown
2026-03-02 17:31:16,813 | INFO | apscheduler.scheduler | Scheduler has been shut down
2026-03-02 17:31:19,454 | INFO | app.main | Database initialized
2026-03-02 17:31:19,550 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-02 17:31:19,551 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-02 17:31:19,554 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-02 17:31:19,554 | INFO | apscheduler.scheduler | Scheduler started
2026-03-02 17:31:19,555 | INFO | app.main | Scheduler started
2026-03-02 22:08:08,246 | INFO | app.main | Database initialized
2026-03-02 22:08:08,391 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-02 22:08:08,391 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-02 22:08:08,396 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-02 22:08:08,396 | INFO | apscheduler.scheduler | Scheduler started
2026-03-02 22:08:08,397 | INFO | app.main | Scheduler started
2026-03-02 22:09:32,031 | WARNING | app.services.gitlab.gitlab_client | decrypt_token unavailable — using raw token
2026-03-02 22:09:32,851 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/repository/commits?with_stats=true&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-02 22:09:32,907 | ERROR | app.services.extraction.extraction_service | MONTHLY extraction failed — lot id=1: (psycopg2.errors.NotNullViolation) ERREUR:  une valeur NULL viole la contrainte NOT NULL de la colonne « gitlab_user_id » dans la relation « developer »
DETAIL:  La ligne en échec contient (1, null, Petr Štetiar, Petr Štetiar, petr.stetiar@prplfoundation.org, null, 1, null, 2026-03-02 21:09:31.976831+01, 2026-03-02 21:09:31.976831+01).

[SQL: INSERT INTO developer (gitlab_user_id, username, name, email, site, project_id, group_id) VALUES (%(gitlab_user_id)s, %(username)s, %(name)s, %(email)s, %(site)s, %(project_id)s, %(group_id)s) RETURNING developer.id, developer.created_at, developer.updated_at]
[parameters: {'gitlab_user_id': None, 'username': 'Petr Štetiar', 'name': 'Petr Štetiar', 'email': 'petr.stetiar@prplfoundation.org', 'site': None, 'project_id': 1, 'group_id': None}]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
2026-03-02 22:09:37,106 | WARNING | app.services.gitlab.gitlab_client | decrypt_token unavailable — using raw token
2026-03-02 22:09:37,551 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/repository/commits?with_stats=true&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-02 22:09:37,578 | ERROR | app.services.extraction.extraction_service | REALTIME extraction failed — lot id=2: (psycopg2.errors.NotNullViolation) ERREUR:  une valeur NULL viole la contrainte NOT NULL de la colonne « gitlab_user_id » dans la relation « developer »
DETAIL:  La ligne en échec contient (2, null, Petr Štetiar, Petr Štetiar, petr.stetiar@prplfoundation.org, null, 1, null, 2026-03-02 21:09:37.084517+01, 2026-03-02 21:09:37.084517+01).

[SQL: INSERT INTO developer (gitlab_user_id, username, name, email, site, project_id, group_id) VALUES (%(gitlab_user_id)s, %(username)s, %(name)s, %(email)s, %(site)s, %(project_id)s, %(group_id)s) RETURNING developer.id, developer.created_at, developer.updated_at]
[parameters: {'gitlab_user_id': None, 'username': 'Petr Štetiar', 'name': 'Petr Štetiar', 'email': 'petr.stetiar@prplfoundation.org', 'site': None, 'project_id': 1, 'group_id': None}]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
2026-03-02 22:13:42,319 | INFO | app.main | Scheduler stopped
2026-03-02 22:13:42,322 | INFO | app.main | Application shutdown
2026-03-02 22:13:42,329 | INFO | apscheduler.scheduler | Scheduler has been shut down
2026-03-02 22:13:49,275 | INFO | app.main | Database initialized
2026-03-02 22:13:49,537 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-02 22:13:49,537 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-02 22:13:49,544 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-02 22:13:49,544 | INFO | apscheduler.scheduler | Scheduler started
2026-03-02 22:13:49,545 | INFO | app.main | Scheduler started
2026-03-02 22:14:00,436 | WARNING | app.services.gitlab.gitlab_client | decrypt_token unavailable — using raw token
2026-03-02 22:14:00,919 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/repository/commits?with_stats=true&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-02 22:14:00,946 | WARNING | app.services.extraction.extraction_service | Author without GitLab account detected — name='Petr Štetiar' email='petr.stetiar@prplfoundation.org' → synthetic_id=1971997701 project_id=1
2026-03-02 22:14:00,984 | INFO | app.services.extraction.extraction_service | Commits — created:12 skipped:0 project=prplOS
2026-03-02 22:14:02,065 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests?state=all&with_labels_details=false&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-02 22:14:02,988 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/11/approvals "HTTP/1.1 200 OK"
2026-03-02 22:14:08,607 | WARNING | app.services.gitlab.gitlab_client | decrypt_token unavailable — using raw token
2026-03-02 22:14:09,021 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/repository/commits?with_stats=true&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-02 22:14:09,026 | WARNING | app.services.extraction.extraction_service | Author without GitLab account detected — name='Petr Štetiar' email='petr.stetiar@prplfoundation.org' → synthetic_id=1971997701 project_id=1
2026-03-02 22:14:09,055 | INFO | app.services.extraction.extraction_service | Commits — created:12 skipped:0 project=prplOS
2026-03-02 22:14:09,697 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests?state=all&with_labels_details=false&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-02 22:14:10,417 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/11/approvals "HTTP/1.1 200 OK"
2026-03-02 22:15:37,132 | WARNING | app.services.gitlab.gitlab_client | decrypt_token unavailable — using raw token
2026-03-02 22:15:37,635 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/repository/commits?with_stats=true&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-02 22:15:37,641 | WARNING | app.services.extraction.extraction_service | Author without GitLab account detected — name='Petr Štetiar' email='petr.stetiar@prplfoundation.org' → synthetic_id=1971997701 project_id=1
2026-03-02 22:15:37,672 | INFO | app.services.extraction.extraction_service | Commits — created:12 skipped:0 project=prplOS
2026-03-02 22:15:38,268 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests?state=all&with_labels_details=false&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-02 22:15:39,780 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/11/approvals "HTTP/1.1 200 OK"
2026-03-02 22:15:39,853 | INFO | app.main | Scheduler stopped
2026-03-02 22:15:39,853 | INFO | app.main | Application shutdown
2026-03-02 22:15:39,854 | INFO | apscheduler.scheduler | Scheduler has been shut down
2026-03-02 22:15:42,736 | INFO | app.main | Database initialized
2026-03-02 22:15:42,842 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-02 22:15:42,842 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-02 22:15:42,845 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-02 22:15:42,845 | INFO | apscheduler.scheduler | Scheduler started
2026-03-02 22:15:42,846 | INFO | app.main | Scheduler started
2026-03-02 22:15:53,645 | WARNING | app.services.gitlab.gitlab_client | decrypt_token unavailable — using raw token
2026-03-02 22:15:54,059 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/repository/commits?with_stats=true&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-02 22:15:54,081 | WARNING | app.services.extraction.extraction_service | Author without GitLab account detected — name='Petr Štetiar' email='petr.stetiar@prplfoundation.org' → synthetic_id=1971997701 project_id=1
2026-03-02 22:15:54,112 | INFO | app.services.extraction.extraction_service | Commits — created:12 skipped:0 project=prplOS
2026-03-02 22:15:54,712 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests?state=all&with_labels_details=false&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-02 22:15:55,737 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/11/approvals "HTTP/1.1 200 OK"
2026-03-02 22:15:57,218 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/10/approvals "HTTP/1.1 200 OK"
2026-03-02 22:15:57,667 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/9/approvals "HTTP/1.1 200 OK"
2026-03-02 22:15:58,146 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/8/approvals "HTTP/1.1 200 OK"
2026-03-02 22:15:59,020 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/7/approvals "HTTP/1.1 200 OK"
2026-03-02 22:15:59,499 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/6/approvals "HTTP/1.1 200 OK"
2026-03-02 22:16:00,525 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/5/approvals "HTTP/1.1 200 OK"
2026-03-02 22:16:01,313 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/4/approvals "HTTP/1.1 200 OK"
2026-03-02 22:16:01,756 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/3/approvals "HTTP/1.1 200 OK"
2026-03-02 22:16:02,130 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/2/approvals "HTTP/1.1 200 OK"
2026-03-02 22:16:02,602 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/1/approvals "HTTP/1.1 200 OK"
2026-03-02 22:16:02,604 | INFO | app.services.extraction.extraction_service | MRs — created:11 skipped:0 project=prplOS
2026-03-02 22:16:02,620 | INFO | app.services.extraction.extraction_service | MONTHLY extraction completed — lot id=6 project=prplOS
2026-03-02 22:17:31,442 | WARNING | app.services.gitlab.gitlab_client | decrypt_token unavailable — using raw token
2026-03-02 22:17:31,834 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/repository/commits?with_stats=true&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-02 22:17:31,847 | WARNING | app.services.extraction.extraction_service | Author without GitLab account detected — name='Petr Štetiar' email='petr.stetiar@prplfoundation.org' → synthetic_id=1971997701 project_id=1
2026-03-02 22:17:31,878 | INFO | app.services.extraction.extraction_service | Commits — created:12 skipped:0 project=prplOS
2026-03-02 22:17:32,769 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests?state=all&with_labels_details=false&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-02 22:17:33,419 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/11/approvals "HTTP/1.1 200 OK"
2026-03-02 22:17:34,223 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/10/approvals "HTTP/1.1 200 OK"
2026-03-02 22:17:34,628 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/9/approvals "HTTP/1.1 200 OK"
2026-03-02 22:17:35,116 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/8/approvals "HTTP/1.1 200 OK"
2026-03-02 22:17:36,006 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/7/approvals "HTTP/1.1 200 OK"
2026-03-02 22:17:36,494 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/6/approvals "HTTP/1.1 200 OK"
2026-03-02 22:17:37,228 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/5/approvals "HTTP/1.1 200 OK"
2026-03-02 22:17:38,042 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/4/approvals "HTTP/1.1 200 OK"
2026-03-02 22:17:38,499 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/3/approvals "HTTP/1.1 200 OK"
2026-03-02 22:17:38,932 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/2/approvals "HTTP/1.1 200 OK"
2026-03-02 22:17:39,359 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests/1/approvals "HTTP/1.1 200 OK"
2026-03-02 22:17:39,361 | INFO | app.services.extraction.extraction_service | MRs — created:11 skipped:0 project=prplOS
2026-03-02 22:17:39,378 | INFO | app.services.extraction.extraction_service | REALTIME extraction completed — lot id=7 project=prplOS
2026-03-02 22:21:18,237 | WARNING | app.services.gitlab.gitlab_client | decrypt_token unavailable — using raw token
2026-03-02 22:21:19,356 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/repository/commits?with_stats=true&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-02 22:21:19,374 | INFO | app.services.extraction.extraction_service | Commits — created:0 skipped:12 project=prplOS
2026-03-02 22:21:19,825 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests?state=all&with_labels_details=false&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-02 22:21:19,843 | INFO | app.services.extraction.extraction_service | MRs — created:0 skipped:11 project=prplOS
2026-03-02 22:21:19,849 | INFO | app.services.extraction.extraction_service | REALTIME extraction completed — lot id=8 project=prplOS
2026-03-02 22:32:40,180 | WARNING | app.services.gitlab.gitlab_client | decrypt_token unavailable — using raw token
2026-03-02 22:32:41,105 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/repository/commits?with_stats=true&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-02 22:32:41,144 | INFO | app.services.extraction.extraction_service | Commits — created:0 skipped:12 project=prplOS
2026-03-02 22:32:41,852 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests?state=all&with_labels_details=false&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-02 22:32:41,888 | INFO | app.services.extraction.extraction_service | MRs — created:0 skipped:11 project=prplOS
2026-03-02 22:32:41,914 | INFO | app.services.extraction.extraction_service | REALTIME extraction completed — lot id=9 project=prplOS
2026-03-02 22:32:42,037 | INFO | app.main | Scheduler stopped
2026-03-02 22:32:42,038 | INFO | app.main | Application shutdown
2026-03-02 22:32:42,042 | INFO | apscheduler.scheduler | Scheduler has been shut down
2026-03-02 22:32:45,608 | INFO | app.main | Database initialized
2026-03-02 22:32:45,709 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-02 22:32:45,711 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-02 22:32:45,713 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-02 22:32:45,713 | INFO | apscheduler.scheduler | Scheduler started
2026-03-02 22:32:45,714 | INFO | app.main | Scheduler started
2026-03-02 22:35:14,965 | WARNING | app.services.gitlab.gitlab_client | decrypt_token unavailable — using raw token
2026-03-02 22:35:15,706 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/repository/commits?with_stats=true&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-02 22:35:15,730 | INFO | app.services.extraction.extraction_service | Commits — created:0 skipped:12 project=prplOS
2026-03-02 22:35:16,601 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests?state=all&with_labels_details=false&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-02 22:35:16,639 | INFO | app.services.extraction.extraction_service | MRs — created:0 skipped:11 project=prplOS
2026-03-02 22:35:16,648 | INFO | app.services.extraction.extraction_service | MONTHLY extraction completed — lot id=10 project=prplOS
2026-03-02 22:36:29,624 | WARNING | app.services.gitlab.gitlab_client | decrypt_token unavailable — using raw token
2026-03-02 22:36:30,295 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/repository/commits?with_stats=true&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-02 22:36:30,312 | INFO | app.services.extraction.extraction_service | Commits — created:0 skipped:12 project=prplOS
2026-03-02 22:36:31,029 | INFO | httpx | HTTP Request: GET https://gitlab.com/api/v4/projects/65926066/merge_requests?state=all&with_labels_details=false&page=1&per_page=100 "HTTP/1.1 200 OK"
2026-03-02 22:36:31,049 | INFO | app.services.extraction.extraction_service | MRs — created:0 skipped:11 project=prplOS
2026-03-02 22:36:31,051 | INFO | app.services.extraction.extraction_service | MONTHLY extraction completed — lot id=11 project=prplOS
2026-03-02 22:42:43,286 | INFO | app.main | Scheduler stopped
2026-03-02 22:42:43,290 | INFO | app.main | Application shutdown
2026-03-02 22:42:43,300 | INFO | apscheduler.scheduler | Scheduler has been shut down
2026-03-02 22:42:46,852 | INFO | app.main | Database initialized
2026-03-02 22:42:46,960 | INFO | apscheduler.scheduler | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-02 22:42:46,960 | INFO | app.services.scheduler.scheduler | Scheduler configured — last day of month 20:00 UTC
2026-03-02 22:42:46,964 | INFO | apscheduler.scheduler | Added job "Monthly KPI Generation" to job store "default"
2026-03-02 22:42:46,964 | INFO | apscheduler.scheduler | Scheduler started
2026-03-02 22:42:46,964 | INFO | app.main | Scheduler started
2026-03-02 22:44:37,303 | INFO | app.main | Scheduler stopped
2026-03-02 22:44:37,303 | INFO | app.main | Application shutdown
